id;ipc_text;change_date;bulletin_year;bulletin_nr
13886464;"B64C11/14, F03D7/02, B63H3/02";2016-03-11;2016;15
13886464;"B64C11/14, F03D7/02, B63H3/02, F01D7/02, F03D7/04, F01D17/18, B64C11/34";2017-01-20;2017;8
80303085;"H02K7/18, H02K21/24, F02C6/00";1981-02-09;1981;14
81100618;"F03D9/00, F03G7/02";1983-01-14;1983;11
14000612;"B64C3/18, B64C3/30, B64C3/58, B64C31/028, B63H9/06";2014-08-26;2014;35
14151326;"F03B17/06, F03D3/00, F03D3/06";2015-04-07;2015;15
10187210;"G01S13/44, G01S13/00";2011-03-18;2011;16
10187414;"F03D1/06, B29C70/44";2012-04-17;2012;16
10187414;"F03D1/06, B29C70/44, B29L31/08";2016-10-28;2016;48
6009924;"G01N21/35, G01N21/61, C23C8/06";2006-10-20;2006;47
10761369;"F03D7/04";2012-01-13;2012;7
10761369;"F03D7/04, F03D7/02";2016-10-28;2016;48
14150510;"B64C11/00, B64C27/12, F16D66/00";2015-05-15;2015;25
14150910;"F03D7/02";2014-07-15;2014;29
14153084;"F03D1/04, F03D11/02, F03D11/00";2015-08-04;2015;32
14002351;"B66C23/20, F03D1/00, B66D1/60";2015-09-11;2015;42
14075008;"C08G59/24, C08G59/32, C08G59/42, C08G59/50, C09D163/00";2014-08-12;2014;33
10785308;"F03D9/00";2012-06-22;2012;30
10787984;"F03D11/04";2013-05-31;2013;27
14745639;"F16C17/03, F16C33/10";2015-11-06;2015;50
10776988;"E02D5/80, E02D27/52";2012-12-07;2013;2
10779310;"F03D11/02, F16H1/28";2012-08-17;2012;38
10780664;"F03D7/02, H02P9/00";2012-03-02;2012;14
14153084;"F03D80/60, F03D15/20, // F03D1/04";2017-09-01;2017;40
14156679;"F03D7/02, F03D11/00";2015-06-23;2015;26
14771802;"F03D13/20, E04H12/08, E04H12/12, E04H12/20, E04H12/34";2016-06-10;2016;28
14779011;"B01D61/08, F04B43/12, F04D29/00";2015-12-18;2016;3
10000380;"F16C23/08, F16C33/48, F16C43/08, F16C33/49";2010-06-25;2010;30
10000880;"B29B13/00, B29B7/84, B29C70/48";2011-07-08;2011;32
10187678;"H02J3/24";2011-03-25;2011;17
10187678;"H02J3/38, H02J3/24, // H02J3/18";2016-10-07;2016;45
10189307;"F03D7/04, F03D11/00";2011-04-08;2011;19
14779011;"F04B9/04, F04B39/16, F04B41/02, B01D61/02, B01D71/36, B60C23/12";2016-10-21;2016;47
14781562;"F03D13/00, H02G3/00, A62C2/00, H02G15/18";2016-09-09;2016;41
10000929;"E04H12/10, E02B17/00, E02B17/02";2011-07-29;2011;35
10002501;"H01Q1/12, E04H12/22, F16B2/24";2011-08-12;2011;37
10190002;"F03D1/06, B29C37/00, B29C70/60";2012-05-08;2012;19
10190531;"F03D9/00, F03D11/00, H02K9/04";2011-06-03;2011;27
98949489;"B63H1/28, B63H7/02, B65H1/14, B65H7/02, B64C11/16, B64C27/46, F01D5/00, F03B3/12, F03D1/06";2000-05-19;2000;27
14153691;"F16C33/62, F03D11/00";2015-08-04;2015;32
14163151;"H02M7/48";2014-10-14;2014;42
14163151;"H02M7/48, H02J3/38, H02J3/48, H02J3/50";2015-07-03;2015;32
14150754;"F01K3/18, F26B7/00";2015-07-14;2015;29
14159910;"H02J3/38, F03D7/02";2015-09-15;2015;38
14162553;"F01D5/14";2014-10-14;2014;42
14150680;"E04H12/08";2014-07-29;2014;31
14154181;"B63B35/00";2015-08-11;2015;33
14155460;"F01D25/16, F02C7/36";2014-12-09;2014;50
10177063;"B66C15/06, B66C23/00";2011-04-08;2011;19
10177850;"F03D1/06";2011-03-04;2011;14
10177850;"F03D1/06, B29C33/26, B29L31/08";2013-09-13;2013;42
14003526;"B66C1/10, B66C1/62, F03D11/04, F03D1/00";2015-05-19;2015;21
14003526;"B66C1/62, F03D1/00, B66C1/10";2016-07-29;2016;35
14155460;"F02K3/06, F02C7/36, F01D25/16";2017-03-24;2017;17
14155703;"F03D11/04, F03D1/00";2014-08-26;2014;35
81102524;"B29D27/04, B64C3/24";1981-08-22;1981;42
81102524;"B29D27/04, F03D1/06, B64C3/24";1984-07-25;1984;39
4736506;"B64C11/06, F03D1/06";2006-01-27;2006;11
9804389;"H01L31/0352, H02J3/00, H02M7/48";2011-04-15;2011;20
13823513;"F02C3/107, F02C3/067, F02K3/072";2015-01-30;2015;10
13823513;"F02C3/107, F02C3/067, F02K3/072, F01D1/26";2015-10-16;2015;47
14162553;"F01D5/14, F04D29/38";2014-12-19;2015;4
17781838;"H02G3/00";2018-01-19;2018;8
98942021;"F03D7/04, H02P9/00";2000-04-28;2000;24
14748104;"B29C33/02, B29C33/38, B29C70/44, F03D1/06, B29L31/08";2016-05-06;2016;23
81304232;"G01F1/32";1982-01-30;1982;13
10194839;"F03D11/00";2011-06-03;2011;27
10194839;"F03D80/70";2018-06-15;2018;29
10195041;"H02P9/00, H02P9/10";2011-06-03;2011;27
13828344;"G06F19/00";2015-05-15;2015;25
13828344;"G06F19/00, G01W1/10";2016-02-12;2016;11
98115313;"B01D17/02";1999-01-08;1999;8
98942021;"F03D7/04, H02P9/00, F03D7/02";2000-12-01;2001;3
98942021;"F03D7/04, H02P9/00, F03D7/02, F03D9/00";2001-04-06;2001;21
10782518;"H02J3/38";2013-03-29;2013;18
10782518;"H02J3/38, H02J9/06, H02J3/46";2017-07-14;2017;33
14738383;"B66C23/18, B66C23/20";2016-04-08;2016;19
14156679;"F03D80/00, F03D7/02";2016-03-04;2016;14
14161674;"F03D1/00, B66C1/10, F03D1/06";2015-09-29;2015;40
9808908;"H02K13/04";2011-04-15;2011;20
9808908;"H02K13/04, B63H21/17, H02J3/46";2017-02-10;2017;11
9817698;"H01M10/44, H02J3/32";2011-05-06;2011;23
10189307;"F03D7/04, F03D11/00, F03D1/06";2014-01-24;2014;9
10189307;"F03D7/04, F03D80/00, F03D1/06, F03D80/55";2016-08-05;2016;36
4734831;"H04Q7/38, H04Q7/28";2007-01-05;2007;6
4737558;"F03B3/18, F03B13/26, F03D3/04, E02B9/08";2006-03-24;2006;19
98119208;"F16N29/02, F16N7/38";1999-05-13;1999;26
98200230;"F03B17/06, H02K44/08";1999-06-11;1999;30
98201702;"H01H71/66, H01H9/28";1998-10-23;1998;50
14739026;"B29D99/00, B29C67/00, B29C70/44, B29C70/48, B29C65/00, F03D1/06, B29L31/08";2016-04-15;2016;20
14741191;"F03D1/06";2016-04-15;2016;20
81900743;"F03D7/04";1982-01-30;1982;13
81902815;"F03D7/04";1983-08-13;1983;41
82201031;"F02C6/16, B65G5/00, E21F17/16";1983-02-05;1983;14
10191349;"F03D7/02, F03D11/00";2011-07-15;2011;33
10191349;"F03D11/00";2014-03-14;2014;16
10191851;"F16C19/20, F16C33/32, F16C33/37";2011-04-29;2011;22
14153570;"B64C23/06, B64C21/02";2014-08-26;2014;35
14156193;"H02P9/00";2014-09-09;2014;37
14159835;"H02J3/38";2014-09-17;2014;38
98302395;"B66B9/00";1998-08-14;1998;40
98302395;"B66B9/00, B66B9/02, B66B1/14, B66B7/06";1998-12-04;1999;3
9817698;"H01M10/44, H02J3/32, H01M10/39, // H02J7/00";2015-11-20;2015;52
9819731;"F03D1/04";2011-05-20;2011;25
81102524;"B29C39/12, B29C67/20, F03D1/06, B64C3/24";1987-08-22;1987;41
81107204;"F03B17/06, F03B13/06, F03B7/00";1982-01-22;1982;12
97927510;"F03G3/00, F03H5/00, B60F5/02, B60K8/00, B62K11/00, B62K17/00, B64C39/00, B64G1/40";2002-04-26;2002;24
4763561;"F03D7/00, F03D7/02";2007-03-16;2007;16
98307239;"H04B15/00, H05F3/04, H05K9/00";1999-02-12;1999;13
98307239;"H04B15/00, H05F3/04, H05K9/00, H02G13/00, H04B1/38";1999-04-01;1999;20
4737558;"F03B3/18, F03B13/26, F03D3/04, E02B9/08, F03D1/04, // F03C99/00";2012-06-22;2012;30
13811358;"E06C1/52, F03D1/06, B29C70/30";2015-10-02;2015;45
99100147;"E02F9/22";1999-05-28;1999;28
4744250;"C07D413/10, C07D417/10, A61K31/422, A61P31/04";2006-04-07;2006;21
14161674;"B66C1/42, B66C13/08, B66C1/10, F03D1/06, F03D13/10";2018-02-16;2018;12
14161942;"H01R39/08, H01R39/46, H02K9/28";2015-09-29;2015;40
13819128;"H02H3/00";2015-12-18;2016;3
98123546;"G05B19/4063";1999-05-07;1999;25
98123546;"G05B19/4063, H02P3/04, H02K7/102, B60T17/22";2001-08-10;2001;39
4751117;"G05F5/00";2005-12-30;2006;7
4751117;"H02P7/06, H02P11/00, H02P9/00, H02P9/04";2006-01-20;2006;10
14163444;"G01R31/34, H02P29/02";2014-10-14;2014;42
98964976;"F02C6/02, F02C3/34";2000-09-01;2000;42
4727188;"F03D3/04, F24J2/42";2007-05-11;2007;24
98961237;"H02K3/40, F03D9/00";2000-07-28;2000;37
4723988;"F03D1/06";2005-12-16;2006;5
4724558;"F03D11/00, F03D7/02";2005-12-23;2006;6
82305601;"F02C6/12, F01D17/10, F02B37/12";1983-03-12;1983;19
99120774;"F16D33/18";2000-03-10;2000;17
99203091;"B64C27/46, B64C27/467";2000-07-28;2000;37
4737297;"F03D1/00, E04G3/10";2005-10-28;2005;50
4737297;"F03D1/00, E04G3/24, E04G3/30, E04G5/04";2016-03-18;2016;16
4751117;"H02P7/06, H02P11/00, H02P9/00, H02P9/04, H02P27/05";2015-03-20;2015;17
9807524;"F03D1/00, F03D11/00";2012-05-11;2012;24
4732739;"F16C19/52, F16C41/00, G06K19/00, G08C17/00, G01M13/04";2005-12-23;2006;6
4732739;"G08C17/02, G06K19/00, F16C19/52, F16C41/00";2006-12-22;2007;4
99301563;"F16C21/00";1999-07-23;1999;36
5784186;"F04B17/02, F04B49/12, F03D11/02, F03D9/00, F03D9/02";2007-05-04;2007;23
98810051;"G01W1/12, G01P5/06, G01W1/02";1998-07-03;1998;34
5257290;"H02P9/00, H02J3/00";2006-05-19;2006;25
9805989;"F03B17/06, F03B7/00";2011-09-02;2011;40
9805989;"F03B17/06";2011-10-07;2011;45
9815966;"F16C25/08, F03D11/00, F16C19/16, F16C19/26, F16C19/36, F16C33/58, F16C35/077, F16H57/02";2011-06-10;2011;28
98401859;"A01B21/08";1998-12-11;1999;4
98811248;"C09C1/00, C09C1/64, C09D11/00";2000-01-21;2000;10
98830049;"H02G5/06";1999-06-18;1999;31
10178099;"F01D5/08, F01D11/00, F01D11/04, F01D25/12";2011-02-25;2011;13
10179685;"F03D11/00";2011-03-04;2011;14
10197072;"F03B13/26, H02P3/14, H02P3/26";2012-06-27;2012;26
10251922;"F01D17/14, F02C6/12, F02C9/22";2011-11-23;2011;42
14741970;"B64C29/00, F04D25/06";2016-04-15;2016;20
14745996;"B66B5/12";2015-11-06;2015;50
14745996;"B66B5/12, B66B7/12, F03D1/00, B66B7/02, G01L5/00";2016-06-03;2016;27
4737592;"F03G6/04, F24J2/05";2006-08-04;2006;36
4738964;"F03D1/06";2007-02-09;2007;11
4748515;"B62M25/00";2006-04-14;2006;22
10251922;"F01D17/14, F02C6/12, F02C9/22, B64D13/06, F02B37/22";2014-03-07;2014;15
14199742;"B61B7/00, A63G21/20, A63G21/22, B61B12/06";2016-04-26;2016;17
13809131;"B01D3/30, C02F1/38";2015-04-05;2015;19
13809131;"B01D3/30, C02F1/38, // C02F1/06, C02F1/08, B01D1/22, B01D3/08";2015-12-25;2016;4
14155703;"F03D11/04, F03D1/00, E04H12/08, E04H12/34";2018-03-02;2018;14
98942970;"F03B13/12";2000-09-08;2000;43
9815966;"F03D11/00, F16C23/08, F16C25/06, F16C25/08, F16C35/077, F16C35/063, F16H57/021";2012-11-02;2012;49
9819842;"H01M8/00";2011-07-01;2011;31
10195041;"H02P9/00, H02P9/10, F03D9/00, H02H9/04";2014-02-14;2014;12
10197156;"F03D5/00";2011-06-10;2011;28
5291065;"H04L29/06";2006-10-20;2006;47
5700655;"C12Q1/68, C12N15/10";2006-10-20;2006;47
10177991;"F03D7/02";2012-03-20;2012;12
9841978;"E04H12/12, B28B7/16, H01Q1/12";2011-12-23;2012;4
10000313;"F03D11/00";2010-07-09;2010;32
10000313;"F03D11/00, F03D7/04";2012-10-19;2012;47
9819842;"H01M10/44, B60L11/18, G06Q50/06, H01M8/18, H01M12/08, // H01M8/24, H01M8/04, H01M2/10, H01M10/39";2015-09-11;2015;42
9809345;"H02P9/30, H02P21/00, F03D9/00";2011-04-08;2011;19
9809345;"H02P21/12, H02P9/30, H02P21/00, F03D9/00";2012-01-20;2012;8
13828681;"H05H1/24, B60L5/24, F03D11/00, F04D29/38";2015-05-15;2015;25
13828681;"H05H1/24, B60L5/24, F04D29/38";2016-04-01;2016;18
10001350;"F03D1/00, F03D7/02";2010-07-16;2010;33
10001350;"F03D11/00";2013-06-14;2013;29
10002436;"H01B7/295, C08K3/00, C08K3/04, C08K7/24";2011-07-22;2011;34
10179685;"F16C33/76, F16J15/3288, F16J15/34";2016-04-29;2016;22
10189982;"H02K9/19, // H02K7/18";2012-05-08;2012;19
10275027;"B64C23/06, B64C1/00";2010-08-20;2010;38
10275027;"B64C23/06, B64C1/00, F15D1/00";2017-01-20;2017;8
9810115;"F03D11/00";2011-04-08;2011;19
9810115;"F03D11/00, F03D1/00";2013-11-22;2013;52
9810115;"F03D80/00";2016-03-04;2016;14
10191953;"F03D1/00";2011-05-13;2011;24
10191953;"F03D1/00, B60P3/40";2016-08-26;2016;39
10194175;"G01R31/34, G01R27/32, G05F1/67, H02P9/00, F03D7/00, F03D7/02";2012-06-12;2012;24
5796218;"F03D9/00, F03D11/00";2007-05-11;2007;24
5796218;"F03D9/00, F03D11/00, H02K9/26, H02K7/18";2012-02-03;2012;10
10005310;"F16J15/46";2011-11-23;2011;47
10005310;"F16J15/46, F03D11/02";2012-02-24;2012;13
10005545;"B29C70/32, B29C70/52, B29C70/54, B29B15/12";2011-01-28;2011;9
10002436;"H01B7/295, C08K3/00, C08K3/04, C08K7/24, C08J3/20";2011-07-29;2011;35
10003771;"A01D27/00, A01D23/00, A01D23/02, A01D23/06";2010-09-10;2010;41
14382042;"H02J3/38, F03D7/02";2015-08-11;2015;33
14382267;"F03D7/02, F03D1/06";2016-01-12;2016;2
14382544;"F03D7/02";2016-05-20;2016;25
10179463;"F03D7/02, F03D7/04, F03D11/00";2012-03-27;2012;13
10187315;"H02J3/50";2011-03-25;2011;17
10187315;"H02J3/50, // H02J3/16";2016-09-02;2016;40
4748515;"B62M11/16, F16H3/54";2010-08-13;2010;37
9812359;"B63H7/02";2011-05-06;2011;23
9812359;"B63H7/02, F03D11/00, F03D1/04";2014-12-26;2015;5
10734368;"E02D27/42";2012-03-16;2012;16
10736908;"F03G6/00";2012-04-21;2012;21
10739366;"H02K5/10, H02K7/18";2012-10-12;2012;46
13862863;"F15B1/027, F03B13/06, F04B41/02, F28D1/00";2015-09-18;2015;43
13862863;"F15B1/027, F03B13/06, F04B41/02, F28D1/00, F04B39/00, F15B15/14, F28F1/40, F28F1/12, F28F1/24, F28F1/14";2016-10-21;2016;47
10005443;"F03D1/06";2010-11-12;2010;50
10005443;"F03D1/06, B29C65/48, B29D99/00";2012-12-14;2013;3
10005443;"B29D99/00, B29C65/48, B29C65/00, F03D1/06, B29L31/08";2014-01-24;2014;9
13805047;"G05B19/418";2015-06-19;2015;30
13817347;"F02C6/02, F02C7/00, F02C7/32";2015-04-17;2015;21
13817347;"F02C7/20, F01D25/16, F02C7/06, F01D25/28";2015-07-31;2015;36
13866007;"B60P3/40, B60P3/00";2015-09-18;2015;43
13870737;"F01D5/28, C04B35/80, D03D25/00, F01D25/00, F02C7/00";2015-10-16;2015;47
99810677;"H02P9/10";2000-01-21;2000;10
99913242;"F03D11/00, F16D33/18";2000-01-14;2000;9
5825645;"B64C11/06";2007-07-27;2007;35
14711712;"F02C7/28, F16J15/32, F01D11/00";2015-10-02;2015;45
14715022;"A61K38/27, A61K47/48, A61K47/10, A61K47/18, A61K47/26";2016-01-08;2016;6
10187317;"F03D7/00";2011-03-25;2011;17
10187317;"F03D7/00, F03D7/02, F03D7/04, F03D9/02, F03D9/00";2012-09-28;2012;44
98942970;"F03B13/12, F03D9/00";2002-03-22;2002;19
4723162;"F16H57/08, F16H1/28";2005-11-04;2005;51
4723212;"F03D7/04, F16H47/08";2005-11-11;2005;52
14751680;"G01S17/89";2015-11-20;2015;52
14751680;"G01S17/89, G01S7/481, G01S17/66";2016-09-30;2016;44
14755270;"F01D5/18";2017-05-12;2017;24
10742710;"F16C33/66, F16N39/06";2012-04-21;2012;21
10750037;"F03D7/02";2012-07-13;2012;33
10756746;"F03B13/10";2011-12-30;2012;5
13870737;"F01D5/28, C04B35/80, D03D25/00, F01D25/00, F02C7/00, D03D1/00, F01D5/14, F01D5/30";2016-08-05;2016;36
13871788;"B63B9/06, B63B35/00";2015-06-26;2015;31
4732522;"F25B27/00, B01D53/26, E03B3/28, F03D9/00";2005-12-30;2006;7
9808941;"F03D9/00";2012-09-28;2012;44
10756746;"F03B13/10, F03B13/08, F01D15/10, E02B9/00";2017-09-15;2017;42
14766645;"H02J7/00, H02J7/02";2016-05-13;2016;24
10194811;"F03D1/06";2011-05-20;2011;25
10194811;"F03D1/06, F03D11/00";2013-11-08;2013;50
10194811;"F03D1/06, F03D80/70";2018-02-02;2018;10
13871788;"B63B9/06, B63B35/00, F03D11/04";2015-10-02;2015;45
13876267;"G01R31/34";2015-12-04;2016;1
98906142;"C08J5/24, B29B15/10, B29C70/06";1999-10-15;1999;48
14771282;"F01D9/04, F01D5/30, F01D5/28";2016-06-10;2016;28
82730029;"H02K3/30, H02K3/34";1982-08-13;1982;41
10762760;"F03D9/00, H02K7/18, H02K21/24, H02K3/47";2012-05-18;2012;25
10764015;"F03D1/00, B64C3/18, F03D1/06, F03D3/06";2012-01-20;2012;8
8162440;"H02H9/06, H02H1/04";2009-01-30;2009;10
8172921;"F04D29/36, F04D29/38";2009-06-12;2009;29
8250601;"H01M10/39, H01M10/48";2008-08-08;2008;37
82730029;"H02K3/30, H02K3/34, H01B3/04, B32B19/02";1982-09-29;1982;48
83104500;"B64C23/06";1983-09-16;1983;46
10380117;"F03D3/06, F03D9/00, F03D3/04";2012-03-20;2012;12
10382230;"F03D1/06, F03D11/00";2012-02-15;2012;7
10187668;"H02P7/298";2011-04-08;2011;19
10189289;"B66B5/00, B66B11/02, B66B13/30";2011-04-01;2011;18
10189974;"F01D5/08, F01D5/18, F01D9/04, F01D9/06, F02C7/141, F02C7/16, F02C7/18, F04D29/58, F04D29/053";2012-05-08;2012;19
10251600;"F03D1/00, F03D11/00";2011-02-18;2011;12
10460004;"G01R23/02, G01R19/25, H02H3/46";2011-07-15;2011;33
10382230;"F03D1/06, F03D11/00, G01B11/16, G01B11/27";2012-09-14;2012;42
14200024;"H02G1/10, // F03B13/12";2016-05-27;2016;26
10173003;"B66C23/72, F03D9/00, B66C23/26";2011-05-06;2011;23
10173003;"B66C23/26, B66C23/62, B66C23/72, F03D9/00, F03D11/04";2011-12-23;2012;4
98124093;"D06C11/00";1999-08-13;1999;39
5109121;"F03D7/00, F03D7/04";2007-03-02;2007;14
5109121;"F03D7/00, F03D7/04, F03D7/02";2016-03-04;2016;14
13828111;"F01C1/44, F04B23/00";2015-05-15;2015;25
13828111;"F01C1/44, F04B23/00, F01C20/04, F01C1/30, F01C20/10";2015-06-19;2015;30
14715749;"F16H15/28, F16H15/52";2015-12-18;2016;3
14717383;"F03D13/00, F03D7/02";2016-01-15;2016;7
14717383;"F03D80/40, F03D7/02";2017-02-24;2017;13
10765419;"E02D27/42";2013-03-08;2013;15
10769393;"F03B3/12, F03B3/04";2012-02-03;2012;10
10769393;"F03B3/12, F03B3/04, F03B17/06";2013-03-01;2013;14
5109623;"H04Q7/38";2006-03-10;2006;17
5252279;"F01D5/26";2005-09-30;2005;46
5252279;"F01D5/26, F04D29/66";2011-11-18;2011;51
14200038;"F03B13/26, E02B17/00";2016-05-27;2016;26
14275095;"H02J3/38, H02M5/458, H02M7/757, H02P9/10";2015-11-03;2015;45
9810966;"H02J3/38, H02K7/18, H02M1/00";2011-05-06;2011;23
9810966;"H02J3/38, H02K7/18, H02M1/00, H02P9/00, H02P9/02";2013-11-01;2013;49
9812361;"F03D9/00";2011-05-06;2011;23
9812361;"F03D1/04";2013-11-29;2014;1
9814833;"F03D11/02, F03D7/02";2011-06-10;2011;28
10174153;"F03D11/00";2011-01-14;2011;7
10174153;"F03D80/00";2016-11-04;2016;49
10175625;"F03D3/02";2011-02-04;2011;10
9812438;"H02K55/04";2012-10-05;2012;45
9812438;"F03D9/00, H02K7/18, H02K55/04";2014-01-31;2014;10
9815731;"F03B13/14, F03G7/08";2011-05-06;2011;23
14200158;"G05B23/02";2016-05-27;2016;26
14306048;"F16C33/34, B23B1/00";2016-01-05;2016;1
14382290;"F03D7/02, F03D13/00";2016-02-02;2016;5
8305603;"H01F27/36";2010-02-26;2010;13
8700933;"F03D9/02, F03G6/06, F03B13/14";2009-11-13;2009;51
12887291;"B29C70/08, B29C70/14, B29C70/30, B32B5/28, B64C23/06";2015-07-24;2015;35
10190274;"F03G6/00";2011-04-15;2011;20
10190274;"F03G6/06";2016-10-28;2016;48
10194167;"H02M5/42, H05K7/14, H05K7/20";2012-06-12;2012;24
10775762;"F03D7/04, F03D11/00, G01P5/00, G01P13/02";2012-08-03;2012;36
10776115;"F01D17/14, F02C6/12";2012-07-13;2012;33
9811935;"F03D3/04, F03D7/06, F03D11/00";2011-05-06;2011;23
9811935;"F03D3/04, F03D7/06, F03D11/00, F03B15/04";2015-02-27;2015;14
14382290;"F03D80/70, F03D7/02";2017-07-28;2017;35
14382583;"B29D99/00, B29C70/34, B29C70/54, B29C70/46";2016-06-03;2016;27
98118873;"B66F9/22";1999-02-26;1999;15
98204292;"D04H1/68, B29C44/12, D06M23/04, B32B5/18";2000-05-04;2000;25
9818384;"B66B5/02";2011-06-24;2011;30
13806005;"F04B1/12, F04B11/00, F04B9/113, F04B17/03";2015-09-11;2015;42
5253258;"F01D5/18, F02C7/18";2005-10-28;2005;50
5706625;"F03B3/12, F03B13/16";2007-01-12;2007;7
5706625;"F03B3/12, F03B13/16, F03B17/06";2008-08-29;2008;40
14388006;"B63B23/48, B66C23/20";2016-05-17;2016;20
14700964;"F03D7/02, F03D11/00";2015-11-20;2015;52
14700964;"F03D7/02, F03D80/00";2017-01-27;2017;9
13815465;"B29C65/00, F03D1/06, B29C65/48, B29C70/44, B29L31/08";2015-09-25;2015;44
17836222;"F03D80/60";2018-05-25;2018;26
14721331;"H02J3/38, F03D7/04, H02J3/48, H02J3/50, H02P9/04";2016-02-12;2016;11
14723067;"F03D13/00";2016-02-19;2016;12
10176143;"G01C21/26";2011-02-18;2011;12
10187375;"H02K1/27, H02K9/22, // H02K7/18";2012-04-25;2012;17
10189247;"F03D1/06, F03D7/02";2011-04-08;2011;19
14755874;"F01D9/04, F01D9/06, F01D25/16, F01D25/24";2016-05-06;2016;23
81300320;"B66C13/02";1981-06-08;1981;31
10005775;"F03B17/06, F03D1/02";2010-07-23;2010;34
10005775;"F03B17/06, F03B11/02, F03B3/04";2011-10-21;2011;47
10778970;"F03D11/04";2012-08-17;2012;38
10778970;"B63B21/50, F03D11/04";2013-04-26;2013;22
10784654;"F03D7/04, F03D9/02, H02J3/32, H02P9/00";2013-05-31;2013;27
9815731;"F03B13/14, F03G7/08, F03B13/20";2013-03-15;2013;16
9816482;"H02N2/00, H02N2/18";2011-05-06;2011;23
98113122;"H01R39/64";1998-12-04;1999;3
98200985;"B63B21/50";1999-08-13;1999;39
98670007;"F03B17/06";1999-05-07;1999;25
10784654;"F03D7/04, F03D9/02, H02J3/32, H02P9/00, F03D7/02, H02P9/10";2014-05-09;2014;24
10784654;"F03D9/10, F03D7/02, H02P9/10";2016-02-19;2016;12
10189247;"F03D1/06, F03D7/02, F03D11/02";2014-02-14;2014;12
10189312;"F03D1/06";2011-04-08;2011;19
10189312;"F03D1/06, F03D80/55, F03D7/02";2018-02-02;2018;10
9816482;"H02N2/18";2013-12-13;2014;3
9821047;"C09J7/04, C09J163/00, C09J11/06";2011-06-10;2011;28
9821047;"C09J7/04, C09J163/00, C09J11/06, C08J5/04";2012-12-21;2013;4
13857582;"B64C3/28, B64C27/473, F01D5/28";2015-08-28;2015;40
13875197;"F03D11/02, F03D11/04";2015-06-19;2015;30
10190316;"H02J3/38";2011-04-22;2011;21
10190316;"H02J3/38, H02J3/00";2016-10-07;2016;45
10190533;"F03D7/02";2011-05-13;2011;24
14726952;"A47L9/24, A47L11/34";2016-05-13;2016;24
79301452;"F16C35/06, F16C19/34, B60B27/00";1979-12-11;1980;3
98630009;"B64C27/473";1998-07-24;1998;37
5250654;"F04D29/38";2005-12-09;2006;4
5253428;"F01D5/14";2005-11-19;2006;1
14703706;"F03D9/00, F03D7/00";2015-09-04;2015;41
14711451;"F03D11/04";2015-11-20;2015;52
14711451;"F03D13/20";2018-05-11;2018;24
10195990;"F03D11/00";2012-06-19;2012;25
10195990;"F03D80/60";2017-04-07;2017;19
10382117;"F03D9/00, H02P9/00, H02P9/30, H02P9/48";2011-11-23;2011;46
13000067;"G01B5/00, G01B21/04";2013-07-16;2013;29
17176144;"F16H57/04";2017-12-08;2018;2
17181023;"F16C19/38, F16C33/58, F16C35/063, F16C35/067, F03D80/70, // F16C33/60";2017-12-28;2018;4
9811935;"F03D3/04, F03D7/06, F03B15/04";2016-04-01;2016;18
9820037;"F16H37/06";2011-06-24;2011;30
9820037;"F16H37/06, F16H1/46, F16H57/033";2012-08-10;2012;37
5716517;"E02D27/42, F03D1/00";2006-11-24;2006;52
10173576;"F03D7/00";2011-01-28;2011;9
10173576;"F03D9/00, H02H9/04, // F03D7/00";2014-03-28;2014;18
5252172;"F01D5/34, F01D5/08";2005-09-02;2005;42
5252172;"F01D5/34, F01D5/08, B23P15/00, F01D5/18, F01D5/30";2014-06-20;2014;30
10785305;"F03D9/00, F03D11/02, F03D11/00";2012-08-03;2012;36
14731768;"H02J15/00, F15B21/14";2016-02-19;2016;12
10180851;"H02P9/30";2011-01-21;2011;8
10180851;"H02P9/30, F03D7/04, F03D7/02, H02P9/10, H02P9/00, F03D9/00";2014-05-16;2014;25
14714225;"F03D7/02, F03D7/04";2016-01-29;2016;9
14714225;"F03D9/25, F03D7/02, F03D7/04";2018-05-25;2018;26
5292105;"F16F13/14";2006-02-24;2006;15
5705941;"C07D207/416, C08G18/00";2006-09-08;2006;41
10173058;"G06Q50/00";2011-01-28;2011;9
14199679;"F03D1/06";2016-05-27;2016;26
14290142;"F03B3/06, F03B11/04, F03B13/10";2015-11-10;2015;46
14306720;"F03D11/00, F03D7/04";2015-05-26;2015;22
14382019;"F03D1/06";2015-07-28;2015;31
14382120;"F03D1/00";2015-10-06;2015;41
14382120;"F03D13/10";2018-04-13;2018;20
14718003;"F03D7/02";2015-11-06;2015;50
14719046;"F03D13/20";2016-02-19;2016;12
14722249;"B64D41/00, F03D9/00, F03D1/04";2016-01-08;2016;6
5253428;"F01D5/14, F01D17/16, F01D7/00";2012-02-03;2012;10
5254951;"B29C70/08, B29C33/10, B29C51/10, B29C70/44";2005-12-30;2006;7
79301452;"F16C35/06, F16C19/34, // B60B27/00";1982-10-15;1982;50
80302060;"F03D3/06";1980-11-08;1981;1
81103758;"F03B13/12";1982-06-05;1982;31
14738856;"H02J3/14, H02J3/38";2016-06-24;2016;30
14741515;"E02D27/42";2016-03-11;2016;15
14741515;"E02D27/50, E02D31/00, E04C5/12, F03D13/20, E02D27/42";2017-05-26;2017;26
5381061;"F03D11/04, F03D1/00";2006-06-02;2006;27
5381061;"F03D11/04, F03D1/00, B66C23/18";2011-04-01;2011;18
