id;bulletin_year;bulletin_nr;publn_auth;publn_nr;publn_kind;publn_date;publn_lg
12173457;2013;1;"EP";"2541742";"A2";2013-01-02;"en"
12173457;2017;49;"EP";"2541742";"A3";2017-12-06;"en"
14779046;2014;41;"WO";"2014163032";"A1";2014-10-09;"ja"
14779046;2016;10;"EP";"2993345";"A1";2016-03-09;"en"
922479;2002;11;"EP";"1185790";"A1";2002-03-13;"en"
922479;2004;44;"EP";"1185790";"B1";2004-10-27;"en"
1402927;2002;24;"EP";"1207102";"A3";2002-06-12;"  "
5010496;2006;46;"EP";"1722102";"A1";2006-11-15;"en"
3076616;2003;51;"EP";"1372241";"A2";2003-12-17;"en"
3076616;2005;32;"EP";"1372241";"A3";2005-08-10;"  "
11180546;2012;12;"EP";"2407473";"A3";2012-03-21;"en"
11187380;2012;18;"EP";"2447521";"A2";2012-05-02;"de"
14725229;2014;43;"WO";"2014170609";"A1";2014-10-23;"fr"
14725229;2016;8;"EP";"2986507";"A1";2016-02-24;"fr"
3007305;2003;41;"EP";"1351377";"A2";2003-10-08;"en"
3007305;2004;9;"EP";"1351377";"A3";2004-02-25;"  "
11187380;2017;52;"EP";"2447521";"A3";2017-12-27;"de"
14164225;2015;42;"EP";"2930353";"A1";2015-10-14;"de"
11720346;2012;39;"WO";"2012128726";"A1";2012-09-27;"en"
11720346;2014;5;"EP";"2689163";"A1";2014-01-29;"en"
7114663;2016;7;"EP";"1905829";"B1";2016-02-17;"en"
10791988;2010;52;"WO";"2010150670";"A1";2010-12-29;"ja"
12151855;2013;30;"EP";"2617994";"A1";2013-07-24;"en"
12156101;2012;34;"EP";"2490323";"A2";2012-08-22;"en"
14164340;2015;42;"EP";"2930007";"A1";2015-10-14;"de"
14164340;2018;13;"EP";"2930007";"B1";2018-03-28;"de"
16729944;2018;17;"EP";"3311025";"A1";2018-04-25;"en"
16731786;2016;50;"WO";"2016198077";"A1";2016-12-15;"en"
11807714;2012;25;"WO";"2012080595";"A1";2012-06-21;"fr"
11807714;2013;43;"EP";"2651694";"A1";2013-10-23;"fr"
925028;2000;36;"WO";"0051700";"A1";2000-09-08;"de"
925028;2001;8;"EP";"1076590";"A1";2001-02-21;"de"
14187727;2015;9;"EP";"2840264";"A2";2015-02-25;"de"
14187727;2015;10;"EP";"2840264";"A3";2015-03-04;"  "
7850624;2010;34;"EP";"2221934";"A1";2010-08-25;"en"
11719360;2011;44;"WO";"2011135306";"A1";2011-11-03;"en"
11790890;2012;14;"WO";"2012041991";"A1";2012-04-05;"en"
11790890;2013;32;"EP";"2622212";"A1";2013-08-07;"en"
11807714;2016;18;"EP";"2651694";"B1";2016-05-04;"fr"
11808235;2012;27;"WO";"2012089806";"A1";2012-07-05;"en"
14776895;2015;13;"WO";"2015044429";"A1";2015-04-02;"en"
14776895;2016;32;"EP";"3053251";"A1";2016-08-10;"en"
12157827;2012;37;"EP";"2497606";"A1";2012-09-12;"en"
12157827;2018;28;"EP";"2497606";"B1";2018-07-11;"en"
12156101;2016;25;"EP";"2490323";"A3";2016-06-22;"en"
12157569;2012;36;"EP";"2495437";"A2";2012-09-05;"en"
11720346;2014;29;"EP";"2689163";"B1";2014-07-16;"en"
11721473;2011;47;"WO";"2011144529";"A2";2011-11-24;"de"
16734598;2016;52;"WO";"2016207329";"A1";2016-12-29;"en"
16734598;2018;18;"EP";"3313207";"A1";2018-05-02;"en"
14750534;2015;1;"WO";"2014207352";"A1";2014-12-31;"fr"
14750534;2016;18;"EP";"3013727";"A1";2016-05-04;"fr"
16731786;2018;16;"EP";"3308016";"A1";2018-04-18;"en"
16733407;2016;52;"WO";"2016207330";"A1";2016-12-29;"de"
3020360;2004;12;"EP";"1398509";"A2";2004-03-17;"en"
3020360;2005;24;"EP";"1398509";"A3";2005-06-15;"  "
11808235;2013;45;"EP";"2659134";"A1";2013-11-06;"en"
11808235;2016;35;"EP";"2659134";"B1";2016-08-31;"en"
7852381;2008;13;"WO";"2008036141";"A2";2008-03-27;"en"
7852381;2009;12;"EP";"2035693";"A2";2009-03-18;"en"
14779046;2018;12;"EP";"2993345";"B1";2018-03-21;"en"
18152222;2018;30;"EP";"3351789";"A1";2018-07-25;"en"
10791988;2012;18;"EP";"2447526";"A1";2012-05-02;"en"
10795766;2011;19;"WO";"2011055218";"A1";2011-05-12;"en"
11719360;2013;10;"EP";"2563573";"A1";2013-03-06;"en"
11721259;2012;2;"WO";"2012004020";"A1";2012-01-12;"de"
4747033;2006;23;"EP";"1667309";"A1";2006-06-07;"en"
4748769;2005;1;"WO";"2004113717";"A1";2004-12-29;"en"
11721473;2013;8;"EP";"2559131";"A2";2013-02-20;"de"
11721716;2012;7;"WO";"2012019663";"A1";2012-02-16;"de"
7850614;2009;26;"WO";"2009078072";"A1";2009-06-25;"ja"
7850614;2010;33;"EP";"2218910";"A1";2010-08-18;"en"
14725229;2017;24;"EP";"2986507";"B1";2017-06-14;"fr"
14731546;2014;51;"WO";"2014198277";"A1";2014-12-18;"en"
12158399;2013;37;"EP";"2637300";"A1";2013-09-11;"de"
12160371;2012;33;"EP";"2487387";"A1";2012-08-15;"en"
11808399;2012;21;"WO";"2012068424";"A2";2012-05-24;"en"
11808399;2013;39;"EP";"2641451";"A2";2013-09-25;"en"
99100991;1999;34;"EP";"0937893";"A2";1999-08-25;"de"
99100991;2001;40;"EP";"0937893";"A3";2001-10-04;"  "
12177031;2015;1;"EP";"2551658";"A3";2014-12-31;"en"
15771015;2016;15;"WO";"2016055069";"A1";2016-04-14;"en"
16733407;2018;18;"EP";"3314042";"A1";2018-05-02;"de"
16739019;2017;3;"WO";"2017008817";"A1";2017-01-19;"en"
10795766;2012;37;"EP";"2497181";"A1";2012-09-12;"en"
10795766;2018;1;"EP";"2497181";"B1";2018-01-03;"en"
14750534;2017;35;"EP";"3013727";"B1";2017-08-30;"fr"
92113444;1993;6;"EP";"0526903";"A1";1993-02-10;"en"
8166846;2009;18;"EP";"2053479";"A1";2009-04-29;"en"
8166846;2010;39;"EP";"2053479";"B1";2010-09-29;"en"
6771102;2006;48;"WO";"2006127844";"A2";2006-11-30;"en"
6771102;2008;6;"EP";"1883880";"A2";2008-02-06;"en"
14187727;2016;15;"EP";"2840264";"B1";2016-04-13;"de"
14191928;2015;28;"EP";"2891792";"A1";2015-07-08;"en"
12163736;2013;42;"EP";"2650537";"A1";2013-10-16;"en"
12163736;2015;1;"EP";"2650537";"B1";2014-12-31;"en"
11721259;2013;20;"EP";"2591232";"A1";2013-05-15;"de"
11723002;2011;51;"WO";"2011157342";"A2";2011-12-22;"de"
7850614;2014;2;"EP";"2218910";"B1";2014-01-08;"en"
11710458;2011;41;"WO";"2011124460";"A1";2011-10-13;"de"
12167550;2014;42;"EP";"2522860";"B1";2014-10-15;"en"
12169589;2012;48;"EP";"2528192";"A2";2012-11-28;"de"
11790890;2016;3;"EP";"2622212";"B1";2016-01-20;"en"
14795258;2014;46;"WO";"2014181186";"A2";2014-11-13;"en"
14795258;2016;3;"EP";"2969757";"A2";2016-01-20;"en"
14795258;2017;34;"EP";"2969757";"B1";2017-08-23;"en"
12169245;2013;12;"EP";"2570593";"A2";2013-03-20;"en"
12169245;2015;33;"EP";"2570593";"A3";2015-08-12;"en"
14164790;2015;43;"EP";"2933481";"A1";2015-10-21;"en"
14165726;2015;44;"EP";"2937368";"A1";2015-10-28;"de"
4748769;2006;14;"EP";"1642024";"A1";2006-04-05;"en"
4748769;2016;1;"EP";"1642024";"B1";2015-12-30;"en"
12169589;2015;11;"EP";"2528192";"A3";2015-03-11;"de"
12169589;2016;25;"EP";"2528192";"B1";2016-06-22;"de"
13737136;2015;22;"EP";"2875329";"A1";2015-05-27;"de"
13738139;2013;30;"WO";"2013107934";"A1";2013-07-25;"en"
11809772;2012;4;"WO";"2012011645";"A1";2012-01-26;"ko"
11809772;2013;22;"EP";"2597299";"A1";2013-05-29;"en"
14731546;2016;16;"EP";"3008335";"A1";2016-04-20;"en"
80103061;1981;4;"EP";"0022917";"A1";1981-01-28;"de"
7869650;2008;27;"WO";"2008079981";"A2";2008-07-03;"en"
7869650;2009;36;"EP";"2094526";"A2";2009-09-02;"en"
8172262;2009;14;"EP";"2043411";"A2";2009-04-01;"en"
8252295;2009;2;"EP";"2011964";"A1";2009-01-07;"en"
79930013;1980;5;"EP";"0008584";"A1";1980-03-05;"en"
79930013;1981;52;"EP";"0008584";"B1";1981-12-30;"en"
79103092;1980;6;"EP";"0008746";"A1";1980-03-19;"en"
79103092;1982;32;"EP";"0008746";"B1";1982-08-11;"en"
6779592;2007;15;"WO";"2007039717";"A1";2007-04-12;"en"
6779592;2008;38;"EP";"1969347";"A1";2008-09-17;"en"
10802284;2011;4;"WO";"2011010664";"A1";2011-01-27;"ja"
10802284;2012;22;"EP";"2458023";"A1";2012-05-30;"en"
16743779;2016;31;"WO";"2016122334";"A1";2016-08-04;"en"
16743779;2017;49;"EP";"3250452";"A1";2017-12-06;"en"
92911502;1992;31;"WO";"9221729";"A1";1992-12-10;"de"
92911502;1994;12;"EP";"0587667";"A1";1994-03-23;"de"
12170508;2013;49;"EP";"2669506";"A1";2013-12-04;"en"
12172447;2012;52;"EP";"2538077";"A2";2012-12-26;"en"
925028;2006;41;"EP";"1076590";"B1";2006-10-11;"de"
4736506;2004;52;"WO";"2004110862";"A1";2004-12-23;"en"
11721716;2013;25;"EP";"2603920";"A1";2013-06-19;"de"
11721716;2016;9;"EP";"2603920";"B1";2016-03-02;"de"
12157569;2016;47;"EP";"2495437";"A3";2016-11-23;"en"
12164657;2012;44;"EP";"2518371";"A1";2012-10-31;"en"
11710458;2013;7;"EP";"2555969";"A1";2013-02-13;"de"
11711828;2011;39;"WO";"2011117361";"A2";2011-09-29;"de"
11712550;2011;41;"WO";"2011124574";"A1";2011-10-13;"de"
11712550;2013;7;"EP";"2555947";"A1";2013-02-13;"de"
99106672;1999;45;"EP";"0955461";"A2";1999-11-10;"de"
99106672;2001;46;"EP";"0955461";"A3";2001-11-14;"  "
13738139;2014;52;"EP";"2815124";"A1";2014-12-24;"en"
16750978;2017;4;"WO";"2017013346";"A1";2017-01-26;"fr"
16739019;2018;21;"EP";"3322895";"A1";2018-05-23;"en"
16748264;2017;12;"WO";"2017045734";"A1";2017-03-23;"de"
99963451;2000;24;"WO";"0034651";"A1";2000-06-15;"de"
99963451;2001;41;"EP";"1141543";"A1";2001-10-10;"de"
10712053;2010;40;"WO";"2010112466";"A1";2010-10-07;"de"
10712053;2012;6;"EP";"2415113";"A1";2012-02-08;"de"
3076616;2008;1;"EP";"1372241";"B1";2008-01-02;"en"
3078499;2004;22;"EP";"1422048";"A2";2004-05-26;"en"
4736506;2006;11;"EP";"1633624";"A1";2006-03-15;"en"
4736506;2007;32;"EP";"1633624";"B1";2007-08-08;"en"
11724817;2011;46;"WO";"2011142682";"A2";2011-11-17;"en"
11724817;2013;12;"EP";"2569536";"A2";2013-03-20;"en"
8252295;2011;35;"EP";"2011964";"B1";2011-08-31;"en"
8706122;2008;36;"WO";"2008104017";"A1";2008-09-04;"en"
15771015;2017;33;"EP";"3204996";"A1";2017-08-16;"en"
15775266;2016;9;"WO";"2016030821";"A1";2016-03-03;"en"
11726762;2012;51;"WO";"2012171578";"A2";2012-12-20;"en"
11726762;2014;17;"EP";"2721288";"A2";2014-04-23;"en"
12175499;2013;5;"EP";"2551486";"A1";2013-01-30;"en"
12175499;2017;3;"EP";"2551486";"B1";2017-01-18;"en"
12170531;2013;49;"EP";"2670026";"A1";2013-12-04;"en"
12170924;2013;25;"EP";"2604852";"A2";2013-06-19;"en"
12172201;2016;16;"EP";"2541723";"B1";2016-04-20;"en"
12172626;2012;52;"EP";"2538079";"A2";2012-12-26;"en"
14191928;2016;31;"EP";"2891792";"B1";2016-08-03;"en"
91917064;1992;9;"WO";"9206529";"A1";1992-04-16;"en"
11711828;2013;5;"EP";"2550719";"A2";2013-01-30;"de"
11711828;2014;33;"EP";"2550719";"B1";2014-08-13;"de"
92911502;1995;37;"EP";"0587667";"B1";1995-09-13;"de"
5015194;2007;3;"EP";"1744444";"A1";2007-01-17;"de"
99106872;1999;41;"EP";"0949389";"A1";1999-10-13;"de"
99106872;2004;25;"EP";"0949389";"B1";2004-06-16;"de"
12170924;2015;16;"EP";"2604852";"A3";2015-04-15;"en"
12170924;2018;12;"EP";"2604852";"B1";2018-03-21;"en"
99963451;2004;49;"EP";"1141543";"B1";2004-12-01;"de"
99963451;2013;47;"EP";"1141543";"B2";2013-11-20;"de"
11712550;2014;14;"EP";"2555947";"B1";2014-04-02;"de"
11718116;2011;46;"WO";"2011141444";"A2";2011-11-17;"de"
5015194;2007;37;"EP";"1744444";"B1";2007-09-12;"de"
5023831;2006;24;"EP";"1669596";"A2";2006-06-14;"de"
16748264;2018;30;"EP";"3350463";"A1";2018-07-25;"de"
89402606;1990;13;"EP";"0360699";"A1";1990-03-28;"fr"
11723002;2013;17;"EP";"2582972";"A2";2013-04-24;"de"
11723238;2011;49;"WO";"2011150931";"A2";2011-12-08;"en"
80103061;1983;52;"EP";"0022917";"B1";1983-12-28;"de"
80107506;1981;33;"EP";"0033771";"A2";1981-08-19;"de"
5023831;2008;36;"EP";"1669596";"A3";2008-09-03;"  "
5023831;2010;2;"EP";"1669596";"B1";2010-01-13;"de"
16750978;2018;22;"EP";"3325257";"A1";2018-05-30;"fr"
16765168;2016;38;"WO";"2016148412";"A1";2016-09-22;"ko"
12175650;2014;3;"EP";"2685090";"A1";2014-01-15;"en"
12175650;2017;24;"EP";"2685090";"B1";2017-06-14;"en"
12172024;2013;51;"EP";"2674618";"A1";2013-12-18;"en"
12172024;2016;18;"EP";"2674618";"B1";2016-05-04;"en"
10802284;2016;6;"EP";"2458023";"B1";2016-02-10;"en"
10803220;2012;25;"WO";"2012079574";"A1";2012-06-21;"en"
11711315;2012;39;"WO";"2012126529";"A1";2012-09-27;"en"
11711315;2014;5;"EP";"2689153";"A1";2014-01-29;"en"
12164657;2016;14;"EP";"2518371";"B1";2016-04-06;"en"
12164964;2012;43;"EP";"2514975";"A2";2012-10-24;"de"
11726762;2015;17;"EP";"2721288";"B1";2015-04-22;"en"
11727727;2011;48;"WO";"2011148133";"A2";2011-12-01;"en"
15791300;2016;24;"WO";"2016091502";"A1";2016-06-16;"de"
15791300;2017;42;"EP";"3230622";"A1";2017-10-18;"de"
14166680;2014;45;"EP";"2800268";"A2";2014-11-05;"en"
14166680;2016;21;"EP";"2800268";"A3";2016-05-25;"en"
11716325;2011;39;"WO";"2011119042";"A2";2011-09-29;"en"
11716325;2013;5;"EP";"2550730";"A2";2013-01-30;"en"
11718116;2013;12;"EP";"2569535";"A2";2013-03-20;"de"
11718116;2016;40;"EP";"2569535";"B1";2016-10-05;"de"
1304768;2013;17;"EP";"1178231";"B1";2013-04-24;"en"
1402865;2002;20;"EP";"1205637";"A1";2002-05-15;"fr"
11723238;2013;15;"EP";"2577055";"A2";2013-04-10;"en"
11723238;2016;26;"EP";"2577055";"B1";2016-06-29;"en"
3005240;2003;38;"EP";"1345102";"A1";2003-09-17;"en"
3005240;2007;12;"EP";"1345102";"B1";2007-03-21;"en"
91917064;1992;38;"EP";"0503093";"A1";1992-09-16;"en"
99123316;2000;26;"EP";"1014012";"A2";2000-06-28;"de"
11813280;2012;5;"WO";"2012016196";"A2";2012-02-02;"en"
11813280;2013;23;"EP";"2598732";"A2";2013-06-05;"en"
80107506;1982;3;"EP";"0033771";"A3";1982-01-20;"de"
80107506;1984;19;"EP";"0033771";"B1";1984-05-09;"de"
12164964;2014;24;"EP";"2514975";"A3";2014-06-11;"de"
12164964;2017;31;"EP";"2514975";"B1";2017-08-02;"de"
86201106;1987;5;"EP";"0209932";"A1";1987-01-28;"en"
86308666;1987;24;"EP";"0225074";"A2";1987-06-10;"en"
10712053;2015;46;"EP";"2415113";"B1";2015-11-11;"de"
10713625;2010;41;"WO";"2010115964";"A2";2010-10-14;"de"
7853595;2008;13;"WO";"2008036934";"A2";2008-03-27;"en"
7853595;2009;23;"EP";"2064393";"A2";2009-06-03;"en"
1402865;2003;28;"EP";"1205637";"B1";2003-07-09;"fr"
5001793;2005;31;"EP";"1559928";"A2";2005-08-03;"de"
8706122;2009;48;"EP";"2122821";"A1";2009-11-25;"en"
11729959;2012;2;"WO";"2012004145";"A1";2012-01-12;"de"
3009570;2003;47;"EP";"1363019";"A2";2003-11-19;"de"
3009570;2010;34;"EP";"1363019";"A3";2010-08-25;"  "
1927653;2001;41;"WO";"0174661";"A1";2001-10-11;"de"
1927653;2003;1;"EP";"1268274";"A1";2003-01-02;"de"
11719465;2011;46;"WO";"2011141124";"A2";2011-11-17;"de"
11719465;2013;12;"EP";"2569495";"A2";2013-03-20;"de"
11723238;2016;41;"EP";"2577055";"B8";2016-10-12;"  "
11723397;2012;47;"WO";"2012155975";"A1";2012-11-22;"en"
16765168;2018;4;"EP";"3273050";"A1";2018-01-24;"en"
16769780;2016;39;"WO";"2016154551";"A1";2016-09-29;"en"
11729959;2013;20;"EP";"2591276";"A1";2013-05-15;"de"
11729959;2016;47;"EP";"2591276";"B1";2016-11-23;"de"
86308666;1988;10;"EP";"0225074";"A3";1988-03-09;"en"
86308666;1989;45;"EP";"0225074";"B1";1989-11-08;"en"
11727727;2013;15;"EP";"2577052";"A2";2013-04-10;"en"
14715022;2014;42;"WO";"2014166836";"A1";2014-10-16;"en"
92113444;1996;9;"EP";"0526903";"B1";1996-02-28;"  "
8858513;2009;25;"WO";"2009074769";"A2";2009-06-18;"en"
10713625;2012;7;"EP";"2416986";"A2";2012-02-15;"de"
10713625;2014;48;"EP";"2416986";"B1";2014-11-26;"de"
96101170;1996;33;"EP";"0726270";"A1";1996-08-14;"de"
96101170;2001;21;"EP";"0726270";"B1";2001-05-23;"de"
11711315;2017;6;"EP";"2689153";"B1";2017-02-08;"en"
11714387;2011;30;"WO";"2011089521";"A2";2011-07-28;"en"
14734387;2014;49;"WO";"2014191110";"A1";2014-12-04;"en"
14734387;2016;6;"EP";"2981412";"A1";2016-02-10;"en"
12173010;2013;51;"EP";"2674489";"A1";2013-12-18;"en"
12174982;2013;2;"EP";"2543823";"A2";2013-01-09;"en"
80300102;1980;18;"EP";"0015050";"A1";1980-09-03;"en"
80300102;1982;49;"EP";"0015050";"B1";1982-12-08;"en"
3017093;2004;7;"EP";"1389035";"A2";2004-02-11;"de"
3017093;2008;7;"EP";"1389035";"A3";2008-02-13;"  "
14798232;2014;47;"WO";"2014186011";"A2";2014-11-20;"en"
14798232;2016;1;"EP";"2961938";"A2";2016-01-06;"en"
16748327;2017;1;"WO";"2017001786";"A1";2017-01-05;"fr"
16748327;2018;19;"EP";"3317913";"A1";2018-05-09;"fr"
14734387;2018;20;"EP";"2981412";"B1";2018-05-16;"en"
14749927;2015;4;"WO";"2015011382";"A1";2015-01-29;"fr"
99123316;2000;50;"EP";"1014012";"A3";2000-12-13;"  "
99124459;2000;24;"EP";"1008773";"A1";2000-06-14;"en"
11723397;2014;13;"EP";"2710700";"A1";2014-03-26;"en"
11723397;2015;48;"EP";"2710700";"B1";2015-11-25;"en"
11746888;2011;35;"WO";"2011104395";"A1";2011-09-01;"es"
11746888;2013;1;"EP";"2541046";"A1";2013-01-02;"en"
14749927;2016;22;"EP";"3024699";"A1";2016-06-01;"fr"
92110450;1993;2;"EP";"0522336";"A1";1993-01-13;"de"
11714387;2012;49;"EP";"2529441";"A2";2012-12-05;"en"
11714387;2016;18;"EP";"2529441";"B1";2016-05-04;"en"
12169971;2012;51;"EP";"2535518";"A2";2012-12-19;"en"
12169971;2014;46;"EP";"2535518";"A3";2014-11-12;"en"
14715022;2016;6;"EP";"2981282";"A1";2016-02-10;"en"
14715749;2014;39;"WO";"2014150016";"A1";2014-09-25;"en"
96102191;1996;35;"EP";"0728971";"A1";1996-08-28;"en"
96102191;1999;17;"EP";"0728971";"B1";1999-04-28;"en"
12176256;2013;4;"EP";"2549098";"A2";2013-01-23;"de"
12176256;2014;31;"EP";"2549098";"A3";2014-07-30;"de"
7853595;2012;27;"EP";"2064393";"B1";2012-07-04;"en"
7857725;2008;27;"WO";"2008077844";"A1";2008-07-03;"en"
5001793;2007;27;"EP";"1559928";"A3";2007-07-04;"  "
5001793;2010;21;"EP";"1559928";"B1";2010-05-26;"de"
6770260;2006;47;"WO";"2006124562";"A2";2006-11-23;"en"
6770260;2008;4;"EP";"1880070";"A2";2008-01-23;"en"
11719465;2014;41;"EP";"2569495";"B1";2014-10-08;"de"
11719614;2011;45;"WO";"2011138597";"A2";2011-11-10;"en"
5026456;2006;27;"EP";"1677077";"A2";2006-07-05;"en"
5026456;2008;24;"EP";"1677077";"A3";2008-06-11;"  "
14777779;2015;5;"WO";"2015015357";"A1";2015-02-05;"en"
14777779;2016;23;"EP";"3027898";"A1";2016-06-08;"en"
14169420;2015;48;"EP";"2947404";"A1";2015-11-25;"en"
14171760;2015;51;"EP";"2955821";"A1";2015-12-16;"de"
17836222;2018;6;"WO";"2018024039";"A1";2018-02-08;"zh"
17836222;2018;26;"EP";"3339641";"A1";2018-06-27;"en"
12169971;2018;9;"EP";"2535518";"B1";2018-02-28;"en"
12170512;2013;49;"EP";"2669507";"A1";2013-12-04;"en"
12176256;2017;1;"EP";"2549098";"B1";2017-01-04;"de"
15790560;2016;19;"WO";"2016071452";"A1";2016-05-12;"en"
12175750;2014;3;"EP";"2685616";"A1";2014-01-15;"en"
12175750;2015;25;"EP";"2685616";"B1";2015-06-17;"en"
3078499;2004;31;"EP";"1422048";"A3";2004-07-28;"  "
3078499;2012;32;"EP";"1422048";"B1";2012-08-08;"en"
14715749;2016;3;"EP";"2971858";"A1";2016-01-20;"en"
14717383;2014;42;"WO";"2014168745";"A1";2014-10-16;"en"
92110450;1995;9;"EP";"0522336";"B1";1995-03-01;"de"
99929359;1999;49;"WO";"9963555";"A2";1999-12-09;"en"
80304110;1982;22;"EP";"0052674";"A1";1982-06-02;"en"
93104458;1993;42;"EP";"0565897";"A1";1993-10-20;"en"
15790560;2017;37;"EP";"3215760";"A1";2017-09-13;"en"
15793193;2015;46;"WO";"2015175043";"A2";2015-11-19;"en"
10803220;2013;43;"EP";"2652467";"A1";2013-10-23;"en"
13803242;2014;15;"WO";"2014054030";"A1";2014-04-10;"en"
5002470;2005;33;"EP";"1564406";"A2";2005-08-17;"de"
5002470;2010;31;"EP";"1564406";"A3";2010-08-04;"  "
11727147;2012;40;"WO";"2012130339";"A2";2012-10-04;"en"
11727147;2013;36;"EP";"2633185";"A2";2013-09-04;"en"
1927653;2008;50;"EP";"1268274";"B1";2008-12-10;"de"
8740830;2008;48;"WO";"2008142950";"A1";2008-11-27;"ja"
16769780;2018;5;"EP";"3274255";"A1";2018-01-31;"en"
97949269;1998;25;"WO";"9826982";"A1";1998-06-25;"en"
5027275;2006;35;"EP";"1696540";"A1";2006-08-30;"de"
5027275;2008;14;"EP";"1696540";"B1";2008-04-02;"de"
14172445;2015;51;"EP";"2955808";"A1";2015-12-16;"de"
14172445;2018;32;"EP";"2955808";"B1";2018-08-08;"de"
8858513;2010;43;"EP";"2243167";"A2";2010-10-27;"en"
8858513;2012;3;"EP";"2243167";"B1";2012-01-18;"en"
15793193;2016;52;"EP";"3108119";"A2";2016-12-28;"en"
86201395;1987;27;"EP";"0227122";"A2";1987-07-01;"en"
12174982;2016;43;"EP";"2543823";"A3";2016-10-26;"en"
12175268;2012;45;"EP";"2520853";"A1";2012-11-07;"de"
79100804;0;0;"EP";"0004354";"A1";1979-10-03;"de"
79100804;1982;28;"EP";"0004354";"B1";1982-07-14;"de"
89402606;1992;51;"EP";"0360699";"B1";1992-12-16;"fr"
98630009;1998;37;"EP";"0863073";"A2";1998-09-09;"en"
99929359;2001;11;"EP";"1082736";"A2";2001-03-14;"en"
99929359;2004;15;"EP";"1082736";"B1";2004-04-07;"en"
13803242;2015;38;"EP";"2917567";"A1";2015-09-16;"en"
13804027;2013;51;"WO";"2013188115";"A1";2013-12-19;"en"
79850094;1980;8;"EP";"0010080";"A1";1980-04-16;"en"
79850094;1983;21;"EP";"0010080";"B1";1983-05-25;"en"
14717383;2016;7;"EP";"2984339";"A1";2016-02-17;"en"
14717383;2017;26;"EP";"2984339";"B1";2017-06-28;"en"
99124459;2005;27;"EP";"1008773";"B1";2005-07-06;"en"
3450274;2004;25;"EP";"1428749";"A2";2004-06-16;"de"
11719614;2013;15;"EP";"2576217";"A2";2013-04-10;"en"
11719614;2015;45;"EP";"2576217";"B1";2015-11-04;"en"
14714753;2014;42;"WO";"2014166817";"A2";2014-10-16;"de"
14714753;2016;7;"EP";"2984739";"A2";2016-02-17;"de"
8860826;2009;25;"WO";"2009074254";"A2";2009-06-18;"de"
8860826;2010;35;"EP";"2222953";"A2";2010-09-01;"de"
12170512;2015;48;"EP";"2669507";"B1";2015-11-25;"en"
12171975;2012;51;"EP";"2535569";"A2";2012-12-19;"en"
15775266;2017;30;"EP";"3194766";"A1";2017-07-26;"en"
15776688;2015;41;"WO";"2015156879";"A2";2015-10-15;"en"
3256558;2004;17;"EP";"1410873";"A2";2004-04-21;"en"
3256558;2005;51;"EP";"1410873";"A3";2005-12-21;"  "
97949269;1999;38;"EP";"0942866";"A1";1999-09-22;"en"
97949269;2002;13;"EP";"0942866";"B1";2002-03-27;"en"
8860826;2017;32;"EP";"2222953";"B1";2017-08-09;"de"
8865742;2009;27;"WO";"2009082754";"A1";2009-07-02;"en"
91830129;1992;40;"EP";"0505663";"A1";1992-09-30;"en"
91830129;1995;29;"EP";"0505663";"B1";1995-07-19;"en"
11715966;2011;42;"WO";"2011128544";"A1";2011-10-20;"fr"
11715966;2013;8;"EP";"2558274";"A1";2013-02-20;"fr"
5002470;2016;25;"EP";"1564406";"B1";2016-06-22;"de"
5002763;2005;35;"EP";"1569301";"A1";2005-08-31;"fr"
8740830;2010;7;"EP";"2154364";"A1";2010-02-17;"en"
8740830;2014;26;"EP";"2154364";"B1";2014-06-25;"en"
14721331;2014;46;"WO";"2014180717";"A1";2014-11-13;"de"
14721331;2016;11;"EP";"2994970";"A1";2016-03-16;"de"
15776688;2016;48;"EP";"3097013";"A2";2016-11-30;"en"
15781018;2016;16;"WO";"2016058610";"A1";2016-04-21;"en"
13804027;2015;17;"EP";"2861831";"A1";2015-04-22;"en"
13808607;2014;1;"WO";"2014003366";"A1";2014-01-03;"ko"
7705395;2007;35;"WO";"2007096680";"A1";2007-08-30;"en"
7705395;2009;18;"EP";"2051902";"A1";2009-04-29;"en"
5028128;2006;27;"EP";"1677002";"A2";2006-07-05;"en"
5028128;2011;20;"EP";"1677002";"A3";2011-05-18;"  "
14174686;2016;1;"EP";"2960160";"A1";2015-12-30;"en"
14175703;2015;4;"EP";"2826932";"A2";2015-01-21;"de"
3290811;2004;41;"EP";"1465371";"A1";2004-10-06;"en"
3290811;2014;19;"EP";"1465371";"B1";2014-05-07;"en"
15776254;2015;41;"WO";"2015156854";"A1";2015-10-15;"en"
15776254;2017;7;"EP";"3130069";"A1";2017-02-15;"en"
98630009;2001;17;"EP";"0863073";"A3";2001-04-25;"  "
927874;2000;47;"WO";"0070710";"A1";2000-11-23;"en"
8865742;2010;40;"EP";"2235363";"A1";2010-10-06;"en"
12153516;2012;32;"EP";"2484869";"A2";2012-08-08;"en"
86201395;1988;24;"EP";"0227122";"A3";1988-06-15;"en"
86201395;1992;13;"EP";"0227122";"B1";1992-03-25;"en"
15793323;2015;46;"WO";"2015175058";"A2";2015-11-19;"en"
15793323;2016;52;"EP";"3108121";"A2";2016-12-28;"en"
14723067;2014;47;"WO";"2014184094";"A1";2014-11-20;"de"
14723067;2016;12;"EP";"2997256";"A1";2016-03-23;"de"
12153516;2014;36;"EP";"2484869";"A3";2014-09-03;"en"
