id;set_seq_nr;bulletin_year;bulletin_nr;type;seq_nr;country
13167112;2;2014;9;"A";2;"SM"
7076134;3;2012;11;"A";1;"ES"
10814644;3;2016;18;"A";4;"RO"
6425372;2;2008;19;"A";1;"BE"
8870460;1;2010;39;"A";2;"EE"
9744485;3;0;0;"A";2;"GB"
7076111;2;2010;35;"A";1;"CY"
8075047;5;2011;18;"A";1;"CY"
98913566;1;1999;49;"A";2;"AT"
6425372;2;2008;19;"A";1;"IE"
98908040;3;0;0;"A";1;"GB"
89112803;1;1990;6;"A";1;"IT"
7076134;3;2012;11;"A";1;"MC"
94810654;5;0;0;"A";1;"BE"
16156238;1;2017;34;"A";2;"EE"
8870460;2;2013;39;"A";2;"EE"
79301012;2;1980;12;"A";4;"SE"
9764098;2;2014;10;"A";2;"LT"
9744485;3;0;0;"A";2;"CY"
8870460;3;2014;9;"A";2;"LI"
8870460;2;2013;39;"A";2;"PL"
8075047;5;2011;18;"A";1;"PL"
8870460;1;2010;39;"A";2;"CZ"
9730599;2;2014;10;"A";2;"CY"
13167112;3;0;0;"A";2;"EE"
9764098;3;2016;35;"A";2;"BG"
4292801;1;2006;22;"A";4;"CZ"
9730599;2;2014;10;"A";2;"BE"
8075047;3;2010;49;"A";1;"FR"
4292801;2;2006;29;"A";3;"CY"
16156238;1;2017;34;"A";2;"HU"
98908040;3;0;0;"A";1;"CH"
16156238;1;2017;34;"A";2;"NL"
9764098;4;0;0;"A";2;"SE"
16156238;1;2017;34;"A";2;"SE"
1108887;8;2006;29;"A";2;"IT"
4292801;3;2017;4;"A";2;"DE"
8870460;2;2013;39;"A";2;"BG"
12152566;1;2013;31;"A";2;"NL"
8075047;4;2011;1;"A";1;"BG"
9730599;4;2017;29;"A";2;"PL"
1108887;7;2006;12;"A";2;"DK"
10814644;3;2016;18;"A";3;"MT"
8102677;1;2008;39;"A";1;"IT"
98908040;2;2001;32;"A";1;"GB"
4292801;3;2017;4;"A";1;"FR"
9744485;2;2014;9;"A";2;"HR"
7076134;4;2014;28;"A";1;"SK"
9730599;2;2014;10;"A";1;"DE"
8075047;4;2011;1;"A";1;"PL"
97100480;1;1997;30;"A";2;"GB"
91113634;2;2004;34;"A";1;"IT"
9744485;2;2014;9;"A";2;"DK"
8075047;4;2011;1;"A";1;"BE"
9764098;2;2014;10;"A";2;"GB"
10814644;3;2016;18;"A";3;"LV"
98913566;1;1999;49;"A";1;"MC"
1610082;2;0;0;"A";2;"NL"
9764098;2;2014;10;"A";2;"CY"
79301012;2;1980;12;"A";3;"FR"
4292801;3;2017;4;"A";2;"IE"
9764098;3;2016;35;"A";2;"LV"
98908040;1;1999;47;"A";1;"GB"
16156238;1;2017;34;"A";2;"LT"
98913566;3;0;0;"A";1;"DE"
98908040;2;2001;32;"A";1;"MC"
4292801;3;2017;4;"A";3;"BG"
7076110;4;2012;13;"A";1;"CZ"
1610082;2;0;0;"A";1;"IT"
8075047;5;2011;18;"A";1;"SK"
11726665;2;2013;40;"A";1;"CZ"
9764098;4;0;0;"A";2;"LV"
9730599;4;2017;29;"A";2;"GR"
7076110;4;2012;13;"A";1;"ES"
9744485;2;2014;9;"A";2;"BE"
8870460;3;2014;9;"A";2;"LT"
1610082;1;2002;6;"A";2;"GR"
4292801;3;2017;4;"A";3;"SI"
16156238;1;2017;34;"A";2;"DE"
8870460;1;2010;39;"A";2;"LI"
98913566;1;1999;49;"A";1;"PT"
